1 1:0.0378156 2:0.0288609 3:0.00956784 4:0.0616533 5:-0.00696867 6:0.0430953 7:0.408946 8:0.421315 9:0.169739 10:0.0376217 11:0.830261 12:0.407905 13:0.0963993
0 1:0.0122262 2:0.00404637 3:-0.000886763 4:0.00718125 5:0.0047005 6:0.0663707 7:0.783812 8:0.147264 9:0.0689243 10:0.0164249 11:0.931076 12:0.266594 13:0.0536329
0 1:0.0169535 2:0.00157547 3:0.00427144 4:0.0149863 5:0.00889344 6:0.0483093 7:0.678899 8:0.0728062 9:0.248295 10:0.0220078 11:0.751705 12:0.274945 13:0.15821
0 1:0.67959 2:0.201736 3:-0.000459959 4:0.297834 5:-0.0586582 6:0.0166309 7:0.70702 8:0.290245 9:0.00273511 10:0.0712588 11:0.997265 12:0.551773 13:0.00211089
0 1:0.751025 2:0.495203 3:0.0923935 4:0.74368 5:0.0097885 6:0.0454144 7:0.785855 8:0.193182 9:0.0209621 10:0.205698 11:0.979038 12:0.172637 13:0.0169719
0 1:0.568619 2:0.0597746 3:-0.0344423 4:0.165221 5:0.0338316 6:0.0121748 7:0.713169 8:0.284779 9:0.0020527 10:0.0485122 11:0.997947 12:0.622599 13:0.00159262
0 1:0.0127448 2:-0.00186086 3:0.00336644 4:0.0143447 5:-0.00159166 6:0.0130056 7:0.291499 8:0.178582 9:0.529919 10:0.0129221 11:0.470081 12:0.171674 13:0.236738
0 1:0.856891 2:-0.0385862 3:-0.105092 4:0.182424 5:-0.000135024 6:0.0526989 7:0.793146 8:0.162141 9:0.0447122 10:0.183149 11:0.955288 12:0.554547 13:0.035725
1 1:0.0316798 2:0.0189867 3:0.00216176 4:0.0482707 5:-0.0191579 6:0.035541 7:0.474545 8:0.356509 9:0.168946 10:0.0304062 11:0.831054 12:0.353721 13:0.0997086
0 1:0.805519 2:0.216712 3:0.0648951 4:0.352902 5:-0.0399375 6:0.0498111 7:0.685127 8:0.27976 9:0.0351123 10:0.199382 11:0.964888 12:0.564942 13:0.0260094
1 1:0.071482 2:-0.0223609 3:0.001212 4:0.0216609 5:0.0196225 6:0.0487525 7:0.316068 8:0.62276 9:0.061172 10:0.0282273 11:0.938828 12:0.391107 13:0.0350535
0 1:0.547644 2:0.105249 3:-0.00571985 4:0.278799 5:-0.0597286 6:0.0166268 7:0.564294 8:0.430394 9:0.00531235 10:0.0773904 11:0.994688 12:0.679987 13:0.00368652
0 1:0.016357 2:0.000117541 3:-0.00524265 4:0.0222611 5:-0.0126637 6:0.0270474 7:0.546034 8:0.194585 9:0.259381 10:0.018785 11:0.740619 12:0.241332 13:0.151389
0 1:0.823487 2:0.256314 3:-0.0111488 4:0.323935 5:-0.0612366 6:0.0163181 7:0.755047 8:0.242425 9:0.00252743 10:0.0795078 11:0.997473 12:0.416408 13:0.00202603
1 1:0.05115 2:0.0281471 3:0.0178413 4:0.0351403 5:-0.00106972 6:0.0550243 7:0.37336 8:0.494346 9:0.132294 10:0.0350314 11:0.867706 12:0.401351 13:0.0752126
1 1:0.0591225 2:0.0239276 3:0.0041243 4:0.0234127 5:-0.0119778 6:0.037117 7:0.408136 8:0.50352 9:0.0883437 10:0.0266291 11:0.911656 12:0.353502 13:0.052579
0 1:0.00715533 2:-0.00605517 3:0.00648639 4:0.0201728 5:-0.0199008 6:0.0397079 7:0.838704 8:0.0751494 9:0.0861464 10:0.0129194 11:0.913854 12:0.223153 13:0.0690585
0 1:0.00438169 2:-0.00697697 3:0.00889542 4:0.0207172 5:-0.0225308 6:0.0337938 7:0.928345 8:0.0389204 9:0.032735 10:0.00708531 11:0.967265 12:0.188675 13:0.0296408
0 1:0.733298 2:0.189114 3:-0.00165697 4:0.294131 5:-0.0604505 6:0.0163417 7:0.703972 8:0.294095 9:0.00193339 10:0.0667668 11:0.998067 12:0.526994 13:0.00148956
1 1:0.0300555 2:0.0251954 3:0.024931 4:0.056211 5:0.000366493 6:0.048842 7:0.34373 8:0.603776 9:0.0524939 10:0.0257275 11:0.947506 12:0.376918 13:0.0307204
0 1:0.0102747 2:0.00218605 3:-0.00712493 4:0.00807158 5:0.0104376 6:0.0648825 7:0.827924 8:0.111324 9:0.0607519 10:0.0147615 11:0.939248 12:0.256272 13:0.0492785
1 1:0.0671756 2:0.0332999 3:0.0428725 4:0.0564912 5:0.00733111 6:0.0555319 7:0.589258 8:0.321251 9:0.0894913 10:0.0397154 11:0.910509 12:0.450231 13:0.0596516
1 1:0.067758 2:-0.0099407 3:-0.00532811 4:0.0159571 5:0.0219279 6:0.0549246 7:0.239597 8:0.689998 9:0.070405 10:0.0285404 11:0.929595 12:0.387697 13:0.0384557
0 1:0.0138636 2:0.00151187 3:-0.00905841 4:0.00585651 5:0.0118752 6:0.0598149 7:0.788794 8:0.175464 9:0.0357419 10:0.0125123 11:0.964258 12:0.247443 13:0.0286635
0 1:1.18247 2:-0.114022 3:-0.0210714 4:0.286058 5:-0.0436503 6:0.0143886 7:0.766301 8:0.228483 9:0.00521559 10:0.127858 11:0.994784 12:0.172868 13:0.0042098
1 1:0.0510526 2:0.0293147 3:0.0105475 4:0.036487 5:-0.00865094 6:0.0560568 7:0.204199 8:0.66531 9:0.130492 10:0.0350389 11:0.869508 12:0.406185 13:0.0677423
1 1:0.0640817 2:-0.0301288 3:0.00424107 4:0.0371962 5:0.0175774 6:0.0499744 7:0.337363 8:0.541943 9:0.120694 10:0.0365419 11:0.879306 12:0.417957 13:0.0676792
0 1:0.434841 2:0.22524 3:0.0187601 4:0.369658 5:-0.0465997 6:0.0148116 7:0.702229 8:0.295608 9:0.00216268 10:0.0544276 11:0.997837 12:0.613919 13:0.00166369
1 1:0.0676236 2:-0.0173766 3:-0.000424756 4:0.0189574 5:0.0185635 6:0.0499769 7:0.263284 8:0.653328 9:0.0833879 10:0.0296043 11:0.916612 12:0.386103 13:0.0458149
0 1:0.693694 2:0.121406 3:-0.0156125 4:0.253467 5:-0.0565997 6:0.0158767 7:0.677763 8:0.318282 9:0.00395552 10:0.0787341 11:0.996045 12:0.589035 13:0.00298261
0 1:0.0126618 2:-0.00134093 3:0.00125083 4:0.0130434 5:-0.00117116 6:0.0125242 7:0.238209 8:0.0198028 9:0.741988 10:0.0126244 11:0.258012 12:0.166419 13:0.296347
1 1:0.0308804 2:0.0255809 3:0.0259673 4:0.0661702 5:0.00769937 6:0.0491516 7:0.450964 8:0.468151 9:0.0808852 10:0.0317647 11:0.919115 12:0.400311 13:0.0496252
0 1:0.820861 2:0.188301 3:0.0674612 4:0.331367 5:-0.0381197 6:0.0582331 7:0.682525 8:0.272038 9:0.0454366 10:0.2162 11:0.954563 12:0.591852 13:0.0333379
1 1:0.019667 2:0.0150172 3:0.0167373 4:0.0569206 5:0.00395199 6:0.0494908 7:0.280451 8:0.587619 9:0.131931 10:0.031064 11:0.868069 12:0.373076 13:0.0712569
0 1:1.26336 2:-0.087689 3:0.0193773 4:0.280807 5:-0.041687 6:0.0221443 7:0.780427 8:0.207331 9:0.0122424 10:0.176799 11:0.987758 12:0.115539 13:0.00993848
0 1:0.124576 2:0.00995974 3:-0.000782953 4:0.0820553 5:0.000486065 6:4.92885e-05 7:0.370303 8:0.629376 9:0.000320667 10:0.00743878 11:0.999679 12:0.464086 13:0.000196726
0 1:0.204716 2:0.0659741 3:0.034343 4:0.282186 5:-0.0340718 6:0.014335 7:0.438245 8:0.559547 9:0.00220833 10:0.0344366 11:0.997792 12:0.678512 13:0.00141201
0 1:0.822743 2:-0.171609 3:0.0453853 4:0.35251 5:-0.0605938 6:0.0302397 7:0.656577 8:0.321967 9:0.0214557 10:0.171868 11:0.978544 12:0.546682 13:0.0157198
0 1:1.01652 2:0.388489 3:0.0639988 4:0.35764 5:-0.0104718 6:0.0121996 7:0.845484 8:0.15265 9:0.00186629 10:0.0792061 11:0.998134 12:0.108533 13:0.0016139
0 1:0.00746353 2:-0.000282859 3:0.000141712 4:0.0029735 5:-0.00700649 6:0.0633529 7:0.883468 8:0.0828972 9:0.0336352 10:0.0101154 11:0.966365 12:0.22605 13:0.0292438
0 1:0.713354 2:0.310596 3:0.052052 4:0.525126 5:-0.0455268 6:0.0378734 7:0.670161 8:0.307639 9:0.0222003 10:0.183317 11:0.9778 12:0.498688 13:0.0164199
0 1:0.575487 2:0.285291 3:0.0161163 4:0.405422 5:-0.0506312 6:0.0151431 7:0.738825 8:0.259188 9:0.00198694 10:0.0633669 11:0.998013 12:0.522879 13:0.00157299
0 1:0.0124087 2:0.00323022 3:-0.00591329 4:0.0082266 5:0.0157848 6:0.0624771 7:0.790078 8:0.18252 9:0.0274027 10:0.0120355 11:0.972597 12:0.253079 13:0.0221467
0 1:0.0147004 2:-0.00301565 3:0.00408982 4:0.0146012 5:-0.00145886 6:0.0135502 7:0.359672 8:0.155207 9:0.485122 10:0.0136543 11:0.514878 12:0.180123 13:0.228244
0 1:0.670249 2:0.338253 3:0.0609724 4:0.403099 5:-0.00600139 6:0.0133404 7:0.798439 8:0.199486 9:0.00207421 10:0.0675092 11:0.997926 12:0.414107 13:0.00172329
0 1:0.626873 2:0.067865 3:0.0386318 4:0.276397 5:-0.0488933 6:0.059634 7:0.56705 8:0.36376 9:0.0691905 10:0.199083 11:0.930809 12:0.778987 13:0.0460613
0 1:0.0160644 2:0.00164897 3:0.00620619 4:0.0168751 5:0.00642286 6:0.0485913 7:0.68995 8:0.0219978 9:0.288053 10:0.0228044 11:0.711947 12:0.279416 13:0.180247
1 1:0.0311629 2:0.026535 3:0.0137847 4:0.0655006 5:-0.00321075 6:0.0469374 7:0.356372 8:0.501208 9:0.14242 10:0.0362521 11:0.85758 12:0.407098 13:0.0797403
0 1:0.0101994 2:-0.00450682 3:0.00823119 4:0.0199889 5:-0.00694527 6:0.022439 7:0.549535 8:0.264332 9:0.186133 10:0.0140744 11:0.813867 12:0.202502 13:0.113732
1 1:0.0593359 2:-0.025935 3:-0.000235256 4:0.0303434 5:0.019221 6:0.0494282 7:0.33408 8:0.560285 9:0.105635 10:0.0324145 11:0.894365 12:0.393845 13:0.0596285
0 1:0.572354 2:-0.127214 3:-0.0515179 4:0.300187 5:-0.0234102 6:0.0586215 7:0.587225 8:0.33642 9:0.076355 10:0.197519 11:0.923645 12:0.788402 13:0.0512749
0 1:0.172113 2:0.0651829 3:0.0273698 4:0.260454 5:-0.0325845 6:0.0128773 7:0.497074 8:0.500746 9:0.00218064 10:0.0305203 11:0.997819 12:0.648607 13:0.00144883
0 1:0.847727 2:0.338663 3:0.0529079 4:0.326387 5:-0.0142185 6:0.0119814 7:0.834712 8:0.16329 9:0.00199752 10:0.0702296 11:0.998003 12:0.295978 13:0.00171125
0 1:0.00908109 2:-0.00194941 3:0.00951367 4:0.0212459 5:-0.0105583 6:0.0310842 7:0.612504 8:0.257663 9:0.129833 10:0.0149412 11:0.870167 12:0.222549 13:0.085567
0 1:0.351361 2:0.406249 3:0.071584 4:1.20336 5:0.0768493 6:0.0529728 7:0.85577 8:0.117772 9:0.0264583 10:0.214602 11:0.973542 12:0.0055371 13:0.0226007
0 1:0.00478456 2:0.00020012 3:0.0023244 4:0.00489308 5:-0.00166461 6:0.0309001 7:0.838309 8:0.0231321 9:0.138559 10:0.00879766 11:0.861441 12:0.158427 13:0.106563
0 1:0.00197705 2:0.000647339 3:0.00266524 4:0.00130988 5:-0.00283086 6:0.0243816 7:0.905974 8:0.0817851 9:0.0122412 10:0.0026211 11:0.987759 12:0.108962 13:0.0110653
0 1:0.00160504 2:-0.00185875 3:-0.00427565 4:0.006925 5:0.00668042 6:0.0589469 7:0.893386 8:0.0911072 9:0.0155067 10:0.0071104 11:0.984493 12:0.207927 13:0.0138191
0 1:0.0134446 2:0.00283237 3:-0.00109795 4:0.0109912 5:0.00599893 6:0.0602833 7:0.751006 8:0.109488 9:0.139506 10:0.0199081 11:0.860494 12:0.274817 13:0.100472
1 1:0.037324 2:0.0235648 3:0.0262618 4:0.0610495 5:0.000897353 6:0.0508978 7:0.341837 8:0.538274 9:0.119889 10:0.0360083 11:0.880111 12:0.414284 13:0.0674272
0 1:0.60848 2:0.0757397 3:0.0016865 4:0.222862 5:-0.0579775 6:0.0174266 7:0.639853 8:0.357822 9:0.0023248 10:0.0587152 11:0.997675 12:0.639602 13:0.00170631
0 1:0.00981357 2:0.00272455 3:-0.00472609 4:0.00691835 5:0.0151992 6:0.0644384 7:0.835007 8:0.144535 9:0.0204576 10:0.0102712 11:0.979542 12:0.243449 13:0.0172572
1 1:0.0518545 2:0.0268303 3:0.00486928 4:0.0307103 5:-0.0124055 6:0.0488068 7:0.255868 8:0.627043 9:0.117089 10:0.0312914 11:0.882911 12:0.381509 13:0.0629098
0 1:0.0386034 2:-0.00858702 3:-0.00429636 4:0.0140225 5:-0.00071325 6:0.015415 7:0.624875 8:0.125542 9:0.249583 10:0.0190162 11:0.750417 12:0.245803 13:0.153617
0 1:0.803806 2:-0.188384 3:0.0608996 4:0.371985 5:-0.0665549 6:0.0361485 7:0.651644 8:0.322791 9:0.0255652 10:0.182842 11:0.974435 12:0.558761 13:0.0186075
0 1:0.666337 2:0.122759 3:0.00270844 4:0.255747 5:-0.0581194 6:0.0163219 7:0.662452 8:0.335443 9:0.00210471 10:0.062504 11:0.997895 12:0.599936 13:0.00157109
0 1:0.00830551 2:0.00411658 3:-0.00215082 4:0.00829475 5:0.00702351 6:0.0682562 7:0.82314 8:0.125938 9:0.0509213 10:0.0143794 11:0.949079 12:0.258391 13:0.0414743
0 1:0.649448 2:0.156179 3:-0.000334864 4:0.278415 5:-0.058042 6:0.0165709 7:0.667721 8:0.328786 9:0.00349301 10:0.074303 11:0.996507 12:0.60023 13:0.00261497
0 1:0.193933 2:0.171728 3:0.0104168 4:0.233128 5:-0.0136079 6:0.00820803 7:0.876209 8:0.12111 9:0.0026803 10:0.0267502 11:0.99732 12:0.519952 13:0.00237938
0 1:0.323483 2:0.169896 3:0.0324689 4:0.335823 5:-0.0268367 6:0.0126759 7:0.658185 8:0.338813 9:0.0030025 10:0.0504025 11:0.996997 12:0.658274 13:0.00223264
0 1:0.716557 2:0.158699 3:0.000169052 4:0.268076 5:-0.0579333 6:0.016085 7:0.698056 8:0.299917 9:0.00202689 10:0.0651573 11:0.997973 12:0.552024 13:0.0015544
0 1:0.00735408 2:0.00346916 3:-0.00229102 4:0.00793575 5:0.0079274 6:0.0649621 7:0.836181 8:0.113522 9:0.0502973 10:0.0133505 11:0.949703 12:0.247541 13:0.0414271
0 1:0.583692 2:-0.160844 3:0.0423019 4:0.41093 5:-0.0616676 6:0.0447447 7:0.536977 8:0.413363 9:0.04966 10:0.195385 11:0.95034 12:0.737462 13:0.0328291
0 1:0.695154 2:0.195014 3:0.000721037 4:0.299433 5:-0.0586657 6:0.016193 7:0.699447 8:0.29809 9:0.00246362 10:0.0701786 11:0.997536 12:0.548448 13:0.00189071
1 1:0.0671289 2:-0.0135899 3:-0.00158916 4:0.0172802 5:0.0156781 6:0.0506238 7:0.248981 8:0.632641 9:0.118379 10:0.0322388 11:0.881621 12:0.388626 13:0.0633244
0 1:0.182638 2:-0.0266615 3:0.000161796 4:0.611615 5:-0.00240718 6:8.05034e-05 7:0.704884 8:0.295 9:0.000115789 10:0.019901 11:0.999884 12:0.609901 13:8.93961e-05
0 1:0.879581 2:0.132221 3:-0.000230125 4:0.269083 5:-0.055405 6:0.0198967 7:0.71977 8:0.272272 9:0.00795759 10:0.118514 11:0.992042 12:0.472171 13:0.00617736
0 1:0.00986675 2:0.00385701 3:-0.00171416 4:0.00663648 5:-0.0111569 6:0.052433 7:0.795226 8:0.159554 9:0.0452197 10:0.0115809 11:0.95478 12:0.225388 13:0.0361759
0 1:0.791612 2:0.265076 3:-0.00445182 4:0.330391 5:-0.0596536 6:0.0164762 7:0.755936 8:0.241542 9:0.00252142 10:0.0776819 11:0.997479 12:0.431413 13:0.00202267
0 1:0.00618664 2:0.00190405 3:0.00531842 4:0.00800759 5:9.26536e-05 6:0.069297 7:0.869849 8:0.0631759 9:0.0669748 10:0.0143534 11:0.933025 12:0.253469 13:0.0559464
0 1:0.0151795 2:-0.00306388 3:0.000419107 4:0.0140441 5:-0.000165582 6:0.0132915 7:0.253653 8:0.100009 9:0.646338 10:0.0139356 11:0.353662 12:0.180241 13:0.270131
1 1:0.0423989 2:0.0166002 3:0.00566542 4:0.0288314 5:-0.00440924 6:0.0378833 7:0.264452 8:0.446357 9:0.289191 10:0.0321693 11:0.710809 12:0.350209 13:0.142829
0 1:0.288523 2:0.161528 3:0.0269328 4:0.282711 5:-0.0252419 6:0.0125121 7:0.697764 8:0.299068 9:0.00316758 10:0.0440727 11:0.996832 12:0.639668 13:0.00242651
0 1:0.0128155 2:-0.00195707 3:0.0025708 4:0.0133596 5:-0.00223336 6:0.013298 7:0.359621 8:0.0480577 9:0.592321 10:0.0127978 11:0.407679 12:0.169818 13:0.265294
0 1:0.357394 2:0.186876 3:0.0374724 4:0.328782 5:-0.0204286 6:0.012419 7:0.686803 8:0.310451 9:0.00274585 10:0.0504839 11:0.997254 12:0.643997 13:0.0020866
1 1:0.0451774 2:0.0275645 3:0.0148671 4:0.0388426 5:-0.00391379 6:0.0534447 7:0.278496 8:0.581434 9:0.14007 10:0.0343958 11:0.85993 12:0.395929 13:0.0752428
0 1:0.0170337 2:0.0091891 3:-0.00285288 4:0.0336072 5:-0.0165421 6:0.0314772 7:0.620087 8:0.160159 9:0.219755 10:0.0224362 11:0.780245 12:0.279809 13:0.137375
0 1:0.21351 2:0.140302 3:0.031142 4:0.930702 5:0.10187 6:0.0570752 7:0.806094 8:0.148682 9:0.0452238 10:0.199917 11:0.954776 12:0.481367 13:0.0364965
0 1:0.71165 2:0.194354 3:0.00110961 4:0.285984 5:-0.0564147 6:0.015739 7:0.715518 8:0.282185 9:0.00229659 10:0.0683352 11:0.997703 12:0.534675 13:0.00178476
0 1:0.0089846 2:0.0047987 3:0.00501414 4:0.00809 5:-0.010244 6:0.0507811 7:0.753879 8:0.222636 9:0.0234854 10:0.00959179 11:0.976515 12:0.221905 13:0.0184982
1 1:0.0265277 2:0.0231358 3:0.0150963 4:0.060675 5:-0.00437998 6:0.0516223 7:0.22056 8:0.653106 9:0.126333 10:0.033638 11:0.873667 12:0.396829 13:0.0662898
1 1:0.0308678 2:0.0280582 3:0.0164302 4:0.0594909 5:-0.0028749 6:0.0475716 7:0.330582 8:0.572317 9:0.0971008 10:0.0313941 11:0.902899 12:0.390383 13:0.0549673
0 1:0.00617575 2:0.00365354 3:0.00667535 4:0.0104397 5:-0.0120155 6:0.0520484 7:0.791021 8:0.189292 9:0.0196874 10:0.00895484 11:0.980313 12:0.220663 13:0.0160234
0 1:0.0106587 2:0.00512226 3:0.00687968 4:0.00886658 5:-0.00995186 6:0.0544415 7:0.738959 8:0.229564 9:0.0314773 10:0.0115479 11:0.968523 12:0.237893 13:0.0243534
0 1:0.15917 2:-0.000694441 3:-0.00379127 4:0.152223 5:0.00671211 6:0.0831377 7:0.0427169 8:0.441268 9:0.516015 10:0.126097 11:0.483985 12:0.785331 13:0.208634
0 1:0.0116438 2:0.00465056 3:-0.0100905 4:0.00864133 5:0.00784258 6:0.0597773 7:0.763467 8:0.19548 9:0.0410533 10:0.0133696 11:0.958947 12:0.25135 13:0.0321334
0 1:0.333771 2:0.00948055 3:0.010601 4:0.250943 5:-0.0318859 6:0.0703424 7:0.236844 8:0.57112 9:0.192036 10:0.17664 11:0.807964 12:0.891591 13:0.0982184
0 1:0.0115967 2:0.00221441 3:-0.00501138 4:0.0110351 5:0.0183207 6:0.0620515 7:0.809747 8:0.139646 9:0.0506073 10:0.0145185 11:0.949393 12:0.259194 13:0.040784
0 1:0.0100346 2:0.00121562 3:-0.00220362 4:0.00325742 5:-0.0101727 6:0.0612811 7:0.841428 8:0.135681 9:0.0228907 10:0.00970042 11:0.977109 12:0.229914 13:0.0193749
